,canon_smiles,anchors,canon_anchors,local_to_canon
1026,C1=C=NCC=1,"[[3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [4, 0], [2, 1], [3, 4], [4, 3], [0, 4], [4], [2, 3], [1, 0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 4: 4, 3: 3}"
1027,[C]1NCN1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 0], [0, 3]]","[[0, 1], [2], [1, 2], [2, 1], [1], [1, 0], [0]]","{1: 1, 0: 0, 3: 1, 2: 2}"
1028,[CH]1N=N[CH]S1,"[[0], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [3, 4], [4, 3], [4], [1, 0], [0]]","{0: 0, 1: 1, 2: 1, 3: 0, 4: 4}"
1029,[CH]1[CH]N=C[NH+]=C1,"[[0], [1], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1030,[C]1CO1,"[[0], [1], [0, 1], [1, 0], [1, 2], [2, 1], [2, 0], [0, 2]]","[[0, 1], [1, 2], [2, 1], [2, 0], [1], [1, 0], [0, 2], [0]]","{1: 1, 0: 0, 2: 2}"
1031,C1CCONC1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1032,C1=CC[NH+]=C1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2]]","{3: 3, 4: 4, 0: 0, 1: 1, 2: 2}"
1033,[CH]1C[CH]OCC1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}"
1034,[C]1NC=CO1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1035,[C]1[CH]COC=CC1,"[[0], [1], [2], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [6], [0, 6], [2, 3], [6, 0]]","{2: 2, 1: 1, 0: 0, 6: 6, 5: 5, 4: 4, 3: 3}"
1036,[CH]1CCN=CN1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
1037,[CH]1[CH]N[CH][CH]N1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2], [2, 1], [0]]","{0: 0, 1: 0, 2: 2, 3: 0, 4: 0, 5: 2}"
1038,[C]1CSCS1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1039,[CH]1C[N+]C=N1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1040,[CH]1CC[NH+]CCC[NH2+]1,"[[0], [1], [2], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 0], [0, 7]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [0, 7], [1, 2], [2, 1], [7, 0], [6, 7], [7, 6], [0], [3, 2], [6], [2, 3]]","{0: 0, 7: 7, 6: 6, 5: 5, 4: 4, 3: 3, 2: 2, 1: 1}"
1041,[C]1C=CN=CC1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1042,[C]1C=C[CH][CH]C1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1043,[CH]1[CH]NC=CC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}"
1044,[CH]1NCCO1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1045,[C]1CC=NO1,"[[0], [1], [2], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2]]","{2: 2, 3: 3, 4: 4, 0: 0, 1: 1}"
1046,[CH]1NN=CS1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [4, 0], [2, 1], [3, 4], [4, 3], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1047,[C]1N[CH]C=CO1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1048,[CH]1CC[CH]NCC1,"[[0], [1], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{4: 4, 5: 5, 6: 6, 0: 0, 1: 1, 2: 2, 3: 3}"
1049,[CH]1N=CCN1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1050,[CH]1[CH][CH]OC[CH]1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
1051,[CH]1CCNC=N1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 5: 5, 0: 0, 1: 1}"
1052,[CH]1C=COCN1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
1053,C1=C[N+]=CC=N1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1054,[C]1[CH][C]C1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 0], [0, 3]]","[[0, 1], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 0: 0, 1: 1, 2: 0}"
1055,[C]1[CH][C]CC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [3, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 2: 0, 1: 1, 0: 0, 4: 3}"
1056,[CH]1CNCO1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1057,[CH]1CN=C[NH+]=N1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
1058,[C]1C[CH][CH]C1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [2, 3], [1], [1, 0], [0]]","{1: 1, 2: 2, 3: 2, 4: 1, 0: 0}"
1059,[CH]1N=CNC=[NH+]1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1060,[C]1C[C]NN1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [3, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 2: 0, 3: 3, 4: 3, 0: 0}"
1061,C1=NNC[N-]1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 0: 0}"
1062,C1=NSCN1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1063,C1=[NH+]CCCN1,"[[0], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 0: 0}"
1064,[C]1CCCOCC1,"[[0], [1], [2], [3], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{1: 1, 0: 0, 6: 6, 5: 5, 4: 4, 3: 3, 2: 2}"
1065,C1=CSCS1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2], [3]]","{0: 0, 1: 0, 2: 2, 3: 3, 4: 2}"
1066,[C]1[CH][CH][C]C[CH]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1067,[CH]1[CH]OC[CH][NH2+]1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
1068,[CH]1N=N[CH]N1,"[[0], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [3, 4], [4, 3], [4], [1, 0], [0]]","{1: 1, 0: 0, 4: 4, 3: 0, 2: 1}"
1069,C1=COCCC[NH+]C1,"[[0], [1], [3], [4], [5], [7], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 0], [0, 7]]","[[3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [7], [4, 5], [5, 6], [0, 1], [0, 7], [1, 2], [2, 1], [7, 0], [6, 7], [7, 6], [0], [3, 2], [3], [2, 3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 7: 7, 6: 6}"
1070,[CH]1CC=NC1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1071,[CH]1CCC[CH]NC1,"[[0], [1], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}"
1072,[CH]1C=CCNN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1073,[C]1C[CH][CH]N1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1074,[CH]1CCC[NH2+]CC1,"[[0], [1], [2], [3], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{1: 1, 0: 0, 6: 6, 5: 5, 4: 4, 3: 3, 2: 2}"
1075,[CH]1[CH]CCCC=C1,"[[0], [1], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 0: 0}"
1076,[CH]1[CH]O[CH]C=C1,"[[0], [1], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 5: 5, 0: 0, 1: 1}"
1077,C1=[NH+]CCCCN1,"[[0], [2], [3], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [6], [0, 6], [2, 3], [6, 0]]","{1: 1, 0: 0, 6: 6, 5: 5, 4: 4, 3: 3, 2: 2}"
1078,[CH]1[CH]S[CH]CC[NH2+]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [0, 6], [2, 3], [6, 0]]","{3: 3, 4: 4, 5: 5, 6: 6, 0: 0, 1: 1, 2: 2}"
1079,[N+][N-],"[[0], [1]]","[[0], [1]]","{1: 1, 0: 0}"
1080,[C]1CNCC[NH2+]1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{0: 0, 5: 5, 4: 4, 3: 3, 2: 2, 1: 1}"
1081,[C]1[CH][C]NC1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 0: 0}"
1082,[C]1[CH][C]C[CH]C1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [3, 4], [4, 3], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 3, 0: 0, 1: 1, 2: 0}"
1083,[C]1C[CH]NO1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1084,C1=CNOC1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1085,[CH]1C=C[CH]NC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1086,C1SCSCS1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0], [1], [1, 0], [0, 1]]","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 0: 0}"
1087,[C]1[CH]SC[CH]C1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
1088,[C]1[C]C=CC[CH]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
1089,[C]1[C]CC[NH+][CH]1,"[[0], [1], [2], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
